exit_price,exit_reason,impulse_state,market_session,pnl,price,range_position,ret_1,ret_15,ret_5,shape_bias,shape_score,side,snapshot_id,timestamp,timing_state,trade_id,trend,volatility_mode
93938.0,bar_close,grinding_up,ASIA,11.338256183917727,93938.0,extreme_high,0.00012776015160871325,0.006525302960494595,0.00369689717069835,bull,0.25,long,2638,1764814860.0,cautious,17,up,low
93814.0,bar_close,chop,ASIA,-22.724388678858872,93814.0,extreme_high,-0.00025575992668215434,0.0031973480190343796,-0.0011924280816813235,bull,0.25,long,2642,1764815100.0,cautious,18,up,low
92077.0,bar_close,chop,US,-41.70966417172856,92077.0,high,-0.0005535776311219173,-0.003969971009476007,0.002275003265554927,none,0.0,long,3400,1764860580.0,normal,19,up,low
92311.0,bar_close,chop,US,21.94907442221165,92311.0,high,0.00029257509427419706,0.0030206556343920117,0.0026284634350324213,bull,0.25,long,3403,1764860760.0,normal,20,up,low
92528.0,bar_close,chop,US,88.68170992446399,92528.0,high,0.0011794111600428483,0.0077985448525247246,0.002665741964846882,bull,0.25,long,3409,1764861120.0,normal,21,up,low
92514.0,bar_close,chop,US,97.73369171106019,92514.0,high,0.0012879484820607176,-0.001241511837545477,-0.002350860544364405,none,0.0,long,3425,1764862080.0,normal,22,up,low
92936.0,bar_close,grinding_up,US,-211.36681115285828,92936.0,high,-0.0027577178543452836,0.006192889004373999,0.004398620972884177,none,0.25,long,3437,1764862800.0,normal,23,up,low
91275.0,bar_close,chop,EUROPE,-113.63366368195324,91275.0,mid,-0.001181839072912905,-0.0043089342205737974,-0.000974125476117508,bear,0.25,long,4509,1764927120.0,normal,24,up,low
90971.0,bar_close,chop,EUROPE,5.703067676125229,90971.0,mid,7.695352007387538e-05,-0.004508497204075156,-0.002620326718561561,none,0.0,long,4523,1764927960.0,normal,25,up,low
91091.0,bar_close,chop,EUROPE,8.141657827117335,91091.0,mid,0.0001097923826044949,0.0008570204256534781,0.0011540236959532236,bull,0.25,long,4536,1764928740.0,normal,26,up,low
91223.0,bar_close,chop,EUROPE,29.21492660014437,91223.0,mid,0.00030703437688469763,0.0017680261799652983,0.0008557792528388831,bull,0.25,long,4543,1764929160.0,normal,27,up,low
91321.0,bar_close,chop,EUROPE,-7.3362283490999705,91321.0,mid,-9.8543742472353e-05,0.0003176620076238882,0.0008767988075536218,bear,0.25,long,4601,1764932640.0,normal,28,up,low
91483.0,bar_close,chop,EUROPE,39.86559079988052,91483.0,mid,0.0005359056806002144,0.001346322241681261,0.0016752436220300012,bull,0.25,long,4605,1764932880.0,normal,29,up,low
91148.0,bar_close,chop,EUROPE,-41.77356490840494,91148.0,mid,-0.0005592166580773912,-0.0034222236800384863,-0.00256067934604189,bear,0.25,long,4631,1764934440.0,normal,30,up,low
91275.0,bar_close,chop,EUROPE,-71.63665051102404,91275.0,mid,-0.000963190788393551,0.00151420389084565,0.0011516946363935505,bull,0.25,long,4647,1764935400.0,normal,31,up,low
91318.0,bar_close,chop,EUROPE,-31.511610824143073,91318.0,mid,-0.0004268966800573574,0.0014585732302462029,0.00026288693670997,bear,0.25,long,4654,1764935820.0,normal,32,up,low
91387.0,bar_close,chop,EUROPE,42.69162580412729,91387.0,mid,0.000580287735126021,0.0011941541225706084,0.0013587105398682928,bull,0.25,long,4665,1764936480.0,normal,33,up,low
91248.0,bar_close,chop,EUROPE,70.6602732333116,91248.0,mid,0.0007457775828032463,0.0010422037672923547,0.0010751508502468458,none,0.0,long,4693,1764938160.0,normal,34,up,low
91197.0,bar_close,chop,US,-98.65439159466483,91197.0,mid,-0.0013250399702139776,-0.00013156596388514292,0.0015045025258071602,bear,0.25,long,4729,1764940320.0,normal,35,up,low
91029.0,bar_close,chop,US,-34.79037417899361,91029.0,mid,-0.00047215390021082223,-0.0001318087455102646,-0.0004502031404414187,none,0.0,long,4736,1764940740.0,normal,36,up,low
90545.0,bar_close,chop,US,41.37362146898426,90545.0,mid,0.0005635732755762814,0.000541460396039604,0.0003977504999502812,none,0.0,long,4783,1764943560.0,normal,37,up,low
90674.0,bar_close,chop,US,6.50614287014156,90674.0,mid,8.823594291134493e-05,0.0013472921636186943,0.0014247059473190126,bull,0.25,long,4788,1764943860.0,normal,38,up,low
90317.0,bar_close,chop,US,-8.168819023926282,90317.0,mid,-0.00011070886888748658,-0.0025180849301452315,-0.0015697719408792933,bear,0.25,long,4798,1764944460.0,normal,39,up,low
90445.0,bar_close,chop,US,-17.11337155383988,90445.0,mid,-0.00023213140848495566,-0.0025255310232260627,0.0014172304217367716,bull,0.25,long,4803,1764944760.0,normal,40,up,low
90605.0,bar_close,chop,US,36.567116530378264,90605.0,mid,0.0004969081272084805,0.002511673194804045,0.002001680969654074,none,0.0,long,4810,1764945180.0,normal,41,up,low
90132.0,bar_close,grinding_down,US,-74.51072094483986,90132.0,mid,-0.0010086119947241834,-0.002390755744454775,-0.004385335085994543,none,0.0,long,4816,1764945540.0,normal,42,up,low
90990.0,bar_close,chop,US,9.667391729404413,90990.0,mid,0.00013190001978500296,0.008635310549711233,-0.0001538393916750912,none,0.0,long,4849,1764947520.0,normal,43,up,low
90991.0,bar_close,chop,US,-20.670574352091254,90991.0,mid,-0.0002197536561514542,0.008098825614890316,0.0011222480168117154,bear,0.25,long,4851,1764947640.0,normal,44,up,low
91200.0,bar_close,chop,US,-92.1958401224618,91200.0,mid,-0.0012593768822208838,0.0035542546518921177,0.0003290556103981573,bear,0.25,long,4871,1764948840.0,normal,45,up,low
91022.0,bar_close,chop,US,109.26894194434982,91022.0,mid,0.0015073994608571272,-0.0019517543859649124,0.0005826160560190835,bull,0.25,long,4886,1764949740.0,normal,46,up,low
91045.0,bar_close,chop,US,18.532174008738178,91045.0,mid,0.00025268616378457955,-0.0015462900006579957,0.0028528627761989734,none,0.25,long,4887,1764949800.0,normal,47,up,low
89147.0,bar_close,chop,US,-66.70891832836801,89147.0,mid,-0.0009077867933832429,-0.010588117778936972,-0.001925682105710991,none,0.0,long,4916,1764951540.0,normal,48,up,low
88492.0,bar_close,grinding_up,US,-1.6490360286695191,88492.0,low,-2.260040228716071e-05,-0.0025586402010843224,0.0038341992422351793,none,0.0,long,4944,1764953220.0,normal,49,up,low
88766.0,bar_close,chop,US,-63.227341156003035,88766.0,mid,-0.0008666974325495537,-0.0012152035465940545,0.0008004960820790349,none,0.0,long,4975,1764955080.0,normal,50,up,low
89114.0,bar_close,grinding_up,US,199.7594329578643,89114.0,mid,0.0027568668489574544,0.0030503247301419357,0.003773414884150531,bull,0.25,long,4989,1764955920.0,normal,51,up,low
89230.0,bar_close,grinding_up,US,128.85479616384694,89230.0,mid,0.0013578875310013578,0.001301703436048208,0.0031027272522876994,bull,0.25,long,5004,1764956820.0,normal,52,up,low
89127.0,bar_close,chop,US,-86.59947772925986,89127.0,mid,-0.0011543202958646196,0.001201977083801393,0.0018885104373925067,bear,0.25,long,5005,1764956880.0,normal,53,up,low
89288.0,bar_close,chop,US,-107.69701521261365,89288.0,mid,-0.0011298929398471848,0.005370956300458277,0.001806411076329283,none,0.25,long,5010,1764957180.0,normal,54,up,low
89411.0,bar_close,chop,US,60.1162986743027,89411.0,mid,0.0006379121248069477,-0.001997990847192767,0.0016916872059153036,bull,0.25,long,5047,1764959400.0,normal,55,up,low
89067.0,bar_close,chop,US,-69.70126570414703,89067.0,mid,-0.0009422216239862705,-0.0009086014268407592,0.00025829926777772786,none,0.25,long,5067,1764960600.0,normal,56,up,low
88918.0,bar_close,chop,US,-40.443727155862454,88918.0,mid,-0.0005507660143648769,-0.0011682505448091483,0.000258732212160414,bull,0.25,long,5085,1764961680.0,normal,57,up,low
89514.0,bar_close,chop,US,6.283608164466088,89514.0,mid,6.70331143584931e-05,0.0022729562987761865,0.001600071611596603,none,0.0,long,5116,1764963540.0,normal,58,up,low
89731.0,bar_close,chop,US,66.92274206470144,89731.0,mid,0.0009146783567022499,0.0018198463737048947,0.0024354004446281545,bull,0.25,long,5133,1764964560.0,normal,59,up,low
