step,equity
218,10002.82703415218
219,10002.82703415218
220,10002.473355385931
221,10002.729898930327
222,10002.729898930327
223,10002.729898930327
224,10002.729898930327
225,9999.805334749944
226,9999.805334749944
227,9999.805334749944
228,9999.805334749944
229,9999.805334749944
230,9999.805334749944
231,9999.213031095094
232,9999.213031095094
233,9999.213031095094
234,9999.213031095094
235,9999.338875121453
236,10000.006877971662
237,10000.006877971662
238,10000.006877971662
239,10000.006877971662
240,10000.006877971662
241,10000.006877971662
242,10000.006877971662
243,9997.99470249589
244,9997.99470249589
245,9997.99470249589
246,9997.99470249589
247,9997.99470249589
248,10000.380476406126
249,10001.179112006004
250,10001.62163155168
251,10001.62163155168
252,10001.62163155168
253,10001.62163155168
254,10000.131028358881
255,10000.131028358881
256,10000.131028358881
257,10000.131028358881
258,9999.836449879538
259,9999.836449879538
260,9999.836449879538
261,9999.836449879538
262,9999.836449879538
263,9999.836449879538
264,9999.836449879538
265,9999.836449879538
266,9999.836449879538
267,9999.836449879538
268,9999.836449879538
269,9999.836449879538
270,9999.836449879538
271,9999.836449879538
272,9999.42130936805
273,9999.42130936805
274,9999.42130936805
275,9999.42130936805
276,9999.42130936805
277,10000.189318224528
278,9997.402549146595
279,9997.402549146595
280,9997.402549146595
281,9995.832512458901
282,9995.832512458901
283,9995.832512458901
284,9997.28038596531
285,9995.59727621287
286,9995.59727621287
287,9995.59727621287
288,9995.59727621287
289,9995.59727621287
290,9995.59727621287
291,9995.59727621287
292,9995.59727621287
293,9996.36649118936
294,9996.36649118936
295,9996.36649118936
296,9995.75141516724
297,9995.75141516724
298,9995.75141516724
299,9995.75141516724
300,9995.75141516724
